ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307653,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia faecigallinarum,MAG,91.05145414,0.223713647
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307658,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum,MAG,97.17741935,0.268817204
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307663,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia intestinipullorum,MAG,90.59862869,0.230149597
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000307664,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Egerieimonas;s__Egerieimonas intestinavium,MAG,96.89477848,1.476793249
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307666,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Galloscillospira_A;s__Galloscillospira_A excrementavium,MAG,82.17980984,3.355704698
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307667,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides pullicola,MAG,92.1957672,1.444444444
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307669,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Excrementavichristensenella;s__Excrementavichristensenella intestinipullorum,MAG,92.33870968,1.747311828
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000307670,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Pullichristensenella;s__Pullichristensenella avicola,MAG,97.55463059,1.612903226
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307675,chicken-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta stercorigallinarum,MAG,88.63636364,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307677,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Avibacteroides;s__Avibacteroides excrementipullorum,MAG,92.91881075,0.503144654
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307678,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens excrementavium,MAG,84.94382022,3.93258427
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307679,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdavium,MAG,93.41442953,1.342281879
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307682,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola merdavium,MAG,96.34495317,0.806451613
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000307683,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pullilachnospira;s__Pullilachnospira intestinigallinarum,MAG,88.60759494,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000307684,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Avamphibacillus;s__Avamphibacillus intestinigallinarum,MAG,88.60124423,2.70419426
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307685,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides intestinipullorum,MAG,94.15343915,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307688,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthousia;s__Onthousia faecavium,MAG,93.25842697,2.247191011
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000307689,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus faecigallinarum,MAG,99.32885906,1.342281879
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307690,chicken-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia excrementigallinarum,MAG,85.2991453,2.051282051
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307691,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma pullicola,MAG,97.58064516,1.478494624
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307692,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens avistercoris,MAG,98.38709677,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307694,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Heritagella;s__Heritagella pullistercoris,MAG,93.7360179,0.33557047
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307695,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scybalomonas;s__Scybalomonas excrementigallinarum,MAG,97.96560403,2.013422819
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307696,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdigallinarum,MAG,80.41107383,2.705536913
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307697,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__Onthomonas avicola,MAG,100.0,1.006711409
1,1,1,3,1,0,0,1,1,0,0,1,MGYG000307699,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium,MAG,91.35021097,0.949367089
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307700,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Gallacutalibacter_A;s__Gallacutalibacter_A stercoravium,MAG,97.31543624,1.342281879
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307702,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia faecipullorum,MAG,86.29753915,1.510067114
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307706,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdipullorum,MAG,86.41575147,1.621923937
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000307707,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Faecivicinus;s__Faecivicinus avistercoris,MAG,97.17741935,3.494623656
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000307709,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Alectryocaccomicrobium;s__Alectryocaccomicrobium excrementavium,MAG,90.23586542,2.150537634
1,1,1,3,0,0,0,0,1,1,0,0,MGYG000307713,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas;s__Scatomonas merdavium,MAG,90.36787975,0.373993096
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307714,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha pullistercoris,MAG,91.10229815,2.705536913
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307715,chicken-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus;s__Avigastranaerophilus faecigallinarum,MAG,88.6039886,2.564102564
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307716,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha pullicola,MAG,92.99611043,0.468400447
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307717,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola gallistercoris,MAG,89.11290323,0.268817204
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307721,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus merdae,MAG,96.97986577,2.684563758
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307722,chicken-gut,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Caccocola;s__Caccocola faecipullorum,MAG,83.89830508,1.694915254
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307724,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Avimuribaculum;s__Avimuribaculum pullicola,MAG,84.90566038,0.377358491
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307725,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdivicinus;s__Merdivicinus faecavium,MAG,98.23825503,0.67114094
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307727,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Scybalousia;s__Scybalousia intestinigallinarum,MAG,90.4494382,1.123595506
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307728,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Scybalosoma;s__Scybalosoma faecavium,MAG,80.76923077,1.398601399
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307734,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus stercoripullorum,MAG,90.40687919,3.042505593
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307735,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha stercoravium,MAG,85.8480781,3.601789709
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307736,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus avicola,MAG,89.60850112,3.322147651
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307739,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens excrementavium,MAG,98.38709677,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307741,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471 sp000434215,MAG,98.49056604,0.943396226
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307742,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma faecigallinarum,MAG,82.0,1.333333333
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307743,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinavium,MAG,83.78076063,0.67114094
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307745,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinigallinarum,MAG,97.76286353,1.677852349
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307746,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium,MAG,96.30872483,2.013422819
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000307747,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia stercorigallinarum,MAG,95.30900447,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307748,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__Coprenecus stercoripullorum,MAG,90.07936508,0.952380952
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307749,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Galloscillospira_A;s__Galloscillospira_A stercoripullorum,MAG,85.67114094,2.516778523
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307750,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides merdipullorum,MAG,88.84656085,1.111111111
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307751,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella excrementigallinarum,MAG,96.83947773,1.607142857
1,1,1,1,1,0,0,1,1,1,0,1,MGYG000307752,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdisoma;s__Merdisoma merdipullorum,MAG,91.27768987,2.53164557
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307755,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Aphodomonas;s__Aphodomonas merdavium,MAG,87.83129158,1.101283385
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307758,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens faecavium,MAG,80.87445042,0.561797753
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307759,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma pullistercoris,MAG,91.94630872,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307762,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__Limihabitans;s__Limihabitans stercoravium,MAG,92.33870968,0.832466181
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307763,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Avipropionibacterium;s__Avipropionibacterium avicola,MAG,88.15075253,3.238341969
0,0,0,1,0,0,0,0,0,0,0,0,MGYG000307765,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdenecus;s__Merdenecus merdavium,MAG,81.13552455,1.898734177
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307766,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Avibacteroides;s__Avibacteroides faecavium,MAG,85.90051458,2.150943396
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307767,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Onthocola_A;s__Onthocola_A gallistercoris,MAG,93.95973154,1.342281879
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307768,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus_A;s__Ornithomonoglobus_A intestinigallinarum,MAG,91.77852349,0.111856823
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307771,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha excrementavium,MAG,93.43971631,0.354609929
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307772,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha stercoravium,MAG,87.06427015,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307773,chicken-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia secunda_A,MAG,96.14583333,0.625
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307774,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementavium,MAG,86.36974585,0.052029136
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307778,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma stercoravium,MAG,93.5483871,1.478494624
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307779,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coprousia;s__Coprousia avicola,MAG,98.57038123,2.768817204
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307780,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola intestinavium,MAG,90.38978495,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307782,chicken-gut,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Avidesulfovibrio;s__Avidesulfovibrio excrementigallinarum,MAG,83.76037068,0.723208416
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307784,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__Caccousia avistercoris,MAG,92.89772727,1.476510067
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000307786,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma faecipullorum,MAG,80.18648019,1.420454545
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307787,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus stercorigallinarum,MAG,85.21998834,0.34965035
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000307789,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha excrementigallinarum,MAG,91.60756501,1.300236407
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307790,chicken-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coprovicinus;s__Coprovicinus avistercoris,MAG,98.79032258,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307791,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Ventrousia;s__Ventrousia excrementavium,MAG,87.47203579,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307792,chicken-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma intestinavium,MAG,89.67813541,1.698113208
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307793,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola excrementigallinarum,MAG,92.97752809,2.407704655
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307794,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Pullichristensenella;s__Pullichristensenella excrementigallinarum,MAG,93.45674487,1.608567464
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000307795,chicken-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas;s__Enteromonas pullicola,MAG,83.14606742,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307796,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus excrementigallinarum,MAG,96.6442953,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307798,chicken-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aphodousia;s__Aphodousia faecigallinarum,MAG,85.52083333,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000307803,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Avimonoglobus;s__Avimonoglobus intestinipullorum,MAG,87.99636465,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000307804,chicken-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum,MAG,81.81364898,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000307808,chicken-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Avacidaminococcus;s__Avacidaminococcus intestinavium,MAG,89.99420514,2.295409182
